row_number,employee_id,email,password,name,dob,gender,location,job_role,salary,dependents,lifestyle_tags,recommended_plan_type,coverage_level,premium_usd,employer_contrib_usd
726,E1137,grantzachary@example.net,sfkNgXJ8iJ,Cheryl Gonzales,1990-05-28,Non-Binary,"Philadelphia, PA",Project Coordinator,67672.0,2.0,,,,,
727,E4969,kim47@example.org,HjDfbfU4V6,,1990-11-07,Non-Binary,,Data Analyst,62333.0,,"tech,gadget",,,225.86,
728,E3364,stevenlucas@example.org,CAo2Oty09b,,1989-12-22,M,"Fort Wayne, IN",UX Designer,,2.0,,Life,Silver,234.35,
729,E4002,phillipmorris@example.org,zCaGz2ATZy,Kevin Marquez,2003-09-03,M,"Omaha, NE",Financial Advisor,71789.0,3.0,"remote,eco",,Bronze,186.11,
730,E2783,nicoledavis@example.com,ZGtGKEtjip,Susan Hogan,1994-02-05,,"Hartford, CT",Marketing Associate,,2.0,"travel,adventure",Disability,,99.33,
731,E5528,davisjasmin@example.net,ZsP0fXhgQT,Joseph Cruz,,,"Fort Wayne, IN",Data Analyst,,1.0,"family,wellness",Disability,Silver,,330.48
732,E7638,nicholasjames@example.org,zq3Xbw2g0g,Krystal Keller,,F,,,,,"family,wellness",,,57.13,
733,E1957,fernandothomas@example.net,mkdSmgMCJ0,Eric Cross,2001-07-22,,,,76119.0,,"tech,gadget",Health,Platinum,,312.23
734,E7356,lroberts@example.org,47jW8wRTNW,Toni Smith,2004-03-09,M,"Omaha, NE",Project Coordinator,,2.0,,Dental,,173.13,57.92
735,E9658,alexander77@example.net,R31CHVaEiX,Lisa Snyder,,M,,Data Analyst,,3.0,,Dental,,,
736,E4714,briannaalvarez@example.com,cC4AJ3g55a,,1994-06-07,Non-Binary,"Chicago, IL",UX Designer,,1.0,"tech,gadget",Dental,,,
737,E1623,christine83@example.org,YyMQWyJw2D,Anthony Bailey,2002-12-11,F,,Financial Advisor,61115.0,2.0,,Health,Platinum,,51.54
738,E4564,melissaestrada@example.net,mxc890PHXq,Thomas Williams,1991-07-06,M,"Philadelphia, PA",Software Engineer,63910.0,2.0,,Vision,Platinum,248.56,
739,E3414,kchaney@example.net,gx6eyEUxWZ,Matthew Graves,1996-09-14,F,,Financial Advisor,,,,Health,Gold,143.57,104.41
740,E7954,tammycurry@example.com,29huEpJvuV,Anna Evans,,M,"Hartford, CT",,,3.0,"remote,eco",,Bronze,,
741,E3515,priscilla16@example.net,sYsBWV1xXr,John Martinez,1998-05-17,M,,,77770.0,2.0,"remote,eco",Life,,,
742,E4739,mark68@example.org,HbXl4Cs0e1,Lisa Rodriguez,1995-04-10,,,Software Engineer,,3.0,,Disability,,,205.86
743,E4389,webbhaley@example.net,jE8e31Tn8v,,2000-04-20,F,"Fort Wayne, IN",,79669.0,3.0,"travel,adventure",Health,Platinum,,
744,E4855,sara99@example.com,qawYbRH81M,Lynn Vasquez,,F,"Omaha, NE",Marketing Associate,61867.0,,"tech,gadget",,Platinum,,
745,E8148,nicolehall@example.com,2eLT3bp1YH,April Johnson,1992-01-22,F,"Fort Wayne, IN",,,1.0,"active,fitness",Life,,,
746,E5825,mclaughlinjared@example.net,kN4Ixhsr1J,Mrs. Felicia Castro DDS,,,"Philadelphia, PA",,83306.0,,"mental_health,yoga",Disability,,,
747,E2268,davidsonhannah@example.com,dBIb3eCD44,Elizabeth Hunter,1992-11-04,M,"Fort Wayne, IN",Data Analyst,,,,Life,,105.51,348.48
748,E8218,katie15@example.com,kKrYCBp6Ja,Keith Choi,,F,,Software Engineer,85355.0,,,,Platinum,,
749,E2931,jamesbass@example.net,0yowPdtXK0,John Johnson,1990-10-24,Non-Binary,"Hartford, CT",Software Engineer,55892.0,2.0,"mental_health,yoga",Vision,,225.15,
750,E1045,timothyburton@example.net,AVFxWA23bk,,1988-03-24,M,"Fort Wayne, IN",,50095.0,2.0,"mental_health,yoga",,Bronze,,
751,E3839,conleykevin@example.net,a9kpwecjZx,Kristen Smith,1995-06-07,,"Fort Wayne, IN",UX Designer,92049.0,,"travel,adventure",Disability,Gold,,
752,E3657,lauren51@example.org,s2pz6kLBia,Andre Terrell,1988-08-06,Non-Binary,,UX Designer,,0.0,"remote,eco",,Silver,,
753,E8882,ashleyprice@example.net,DtLxrke6ay,,2005-05-18,,"Fort Wayne, IN",UX Designer,51408.0,1.0,"active,fitness",,Silver,,
754,E3476,jennifer46@example.org,Q2GO6zqyg5,David Hayes DVM,,Non-Binary,"Hartford, CT",,82426.0,2.0,,,,216.59,
755,E5438,aliciathompson@example.com,nUXigLOgtp,Paula Gentry,1989-02-08,F,"Chicago, IL",Software Engineer,84679.0,2.0,"remote,eco",Dental,Silver,98.68,162.47
756,E2793,zhunter@example.com,LlV7atXIEF,,1999-01-19,,"Fort Wayne, IN",Software Engineer,81581.0,0.0,"family,wellness",,Gold,104.23,166.74
757,E6886,hoconnor@example.com,VHHm1VIkXu,Briana Wiggins,2003-12-09,M,,Financial Advisor,,1.0,"mental_health,yoga",Vision,Bronze,135.78,110.41
758,E1141,jamiejohnson@example.com,WgIlwUYQ7O,Kelly Smith,2004-12-22,F,"Chicago, IL",Financial Advisor,56814.0,0.0,"mental_health,yoga",Dental,,184.82,325.82
759,E7840,mcdanielbrooke@example.org,zk1SCciAza,Stephen Garcia,1995-09-08,M,"Omaha, NE",,63680.0,0.0,,Health,,84.21,
760,E8596,andrew43@example.com,ff8Loy2aSc,Dustin Patel,1988-06-23,M,"Philadelphia, PA",UX Designer,89897.0,0.0,"travel,adventure",,,,
761,E2476,rlambert@example.org,C0BQj2oRhn,Brian Mullen,1992-06-11,,,,,1.0,"travel,adventure",,,155.26,
762,E7884,clarkmichael@example.com,56WcB2SnYq,Tony Brock,1992-01-15,M,"Hartford, CT",Marketing Associate,,,"active,fitness",Life,,,109.05
763,E8295,georgecollins@example.com,trXreXFkor,Amber Johnson,2005-07-07,M,"Hartford, CT",Marketing Associate,,2.0,"remote,eco",Life,,,
764,E8108,rodriguezbrian@example.com,UTrePa9aMv,,1995-07-25,F,,Marketing Associate,,0.0,"active,fitness",,,,346.25
765,E2537,tjensen@example.com,soDG96Hqrn,Michelle Lambert,1996-11-19,M,"Hartford, CT",UX Designer,61803.0,,"travel,adventure",Life,,110.17,231.81
766,E1549,beltrankatelyn@example.com,8djCE7SkK1,,2005-06-05,,"Hartford, CT",Financial Advisor,64009.0,2.0,,,,277.01,
767,E8914,tdavis@example.net,PCQnb0zESY,Pamela Ruiz,1990-09-12,,"Fort Wayne, IN",Marketing Associate,,0.0,"family,wellness",,Silver,118.96,
768,E4362,douglashuang@example.com,KAntR0kSGS,Jenna Lyons,1999-04-19,,"Omaha, NE",Project Coordinator,46435.0,2.0,"mental_health,yoga",,Platinum,236.51,190.52
769,E1487,kristina57@example.com,Aznl1dWezW,,2003-03-02,M,"Chicago, IL",Financial Advisor,50248.0,1.0,,Vision,Silver,,308.14
770,E9747,ssingleton@example.com,B01tNqkzLs,,1992-08-16,Non-Binary,"Fort Wayne, IN",Data Analyst,60558.0,2.0,"tech,gadget",,Gold,,
771,E3943,nguyendebra@example.com,eNv0ICmaxq,Jennifer Gutierrez,,,"Chicago, IL",UX Designer,61079.0,1.0,"tech,gadget",,,165.54,
772,E5441,amydickson@example.com,QoRhv4PHL3,Daniel Benson,,Non-Binary,"Chicago, IL",,87863.0,,"travel,adventure",,,,
773,E9837,bmueller@example.net,cHO5392eDk,Kimberly Young,,F,"Omaha, NE",Financial Advisor,46978.0,0.0,"family,wellness",Disability,Silver,,76.34
774,E7930,stevensonjennifer@example.com,7LRhUM45y2,,2005-12-09,,,Software Engineer,60735.0,,"mental_health,yoga",,,88.95,183.52
775,E5146,shortgregory@example.com,vHR04F5afl,,2004-09-27,Non-Binary,,Project Coordinator,59086.0,0.0,"mental_health,yoga",,,275.56,191.77
776,E1963,pmurphy@example.net,pNyPWCai6W,Daniel Taylor,1996-06-02,Non-Binary,"Omaha, NE",Project Coordinator,61766.0,0.0,"travel,adventure",Vision,Silver,,357.01
777,E3406,shermandonna@example.com,hw3TKCFpHx,Jean Lane,2003-12-23,M,,Data Analyst,75382.0,,,,Platinum,260.94,110.96
778,E5203,jamierich@example.com,lMHylk9AKN,,1996-08-10,M,"Chicago, IL",,,1.0,"tech,gadget",,Gold,228.4,189.94
779,E9117,wrobbins@example.org,CNlx6XBath,,,Non-Binary,"Omaha, NE",,58116.0,1.0,,,,,278.33
780,E8641,melissabrown@example.net,7zj1NUV8e9,April Castro,2004-08-15,M,"Omaha, NE",,,1.0,"family,wellness",Dental,,189.69,275.55
781,E7287,daniel40@example.org,tkVYQ8Sis6,,2001-12-05,,,UX Designer,47030.0,3.0,"travel,adventure",Health,Gold,,378.19
782,E9932,bsullivan@example.net,60cP2xzIi4,,1998-08-17,M,"Philadelphia, PA",Marketing Associate,79484.0,2.0,"mental_health,yoga",Vision,,,140.17
783,E6209,xbridges@example.com,o9eQmEQNu2,Zachary Santiago,,F,,,,1.0,"mental_health,yoga",Disability,Bronze,,
784,E4012,alexanderwong@example.org,Zs2tr2CsJM,,1994-01-28,M,"Chicago, IL",Software Engineer,65657.0,0.0,"travel,adventure",Health,Bronze,200.07,290.82
785,E6853,christophermay@example.com,fESp9Qk3IL,Stephanie Dominguez,1994-01-04,M,"Philadelphia, PA",Data Analyst,68200.0,2.0,,,,223.94,
786,E2916,dhanson@example.net,6zdPF0Eads,,1993-07-06,M,"Omaha, NE",Data Analyst,46204.0,1.0,"tech,gadget",,Bronze,,106.11
787,E1653,jacobjacobs@example.net,pGx60IJzR8,Dr. Michael Adams DVM,2003-07-21,Non-Binary,,Marketing Associate,84851.0,0.0,,Life,Silver,,
788,E4110,arthur09@example.com,MDtq2bG6G5,,2005-03-28,,"Chicago, IL",Data Analyst,47688.0,0.0,,Vision,,213.8,
789,E2576,thomasjessica@example.com,vIrJvJdvkZ,Blake Wu,1992-03-07,M,,Marketing Associate,89055.0,,"mental_health,yoga",Life,,103.61,153.69
790,E1929,sanchezcrystal@example.net,3IR5RXi6O5,,1997-12-14,F,"Philadelphia, PA",Financial Advisor,60982.0,3.0,"travel,adventure",,,118.21,
791,E4802,chloe58@example.org,aiVyeVItbi,Jose Harrison,2000-06-16,,"Hartford, CT",Data Analyst,,0.0,"mental_health,yoga",,Silver,,
792,E1131,robert44@example.org,NILha3nLcL,,,,,,,1.0,"travel,adventure",,,60.27,
793,E1811,bryan79@example.org,NTIBci39Dw,Mary Carter,1999-01-21,Non-Binary,"Omaha, NE",Financial Advisor,,2.0,,,Bronze,62.61,186.25
794,E9673,mitchellchristopher@example.net,ns412sWvzz,,1991-10-07,Non-Binary,"Philadelphia, PA",,90836.0,,,Life,Gold,,207.12
795,E7907,joshua40@example.net,56zbimwZex,Christopher Vargas,,M,"Philadelphia, PA",Project Coordinator,50909.0,0.0,"active,fitness",Life,,,
796,E8247,donnawood@example.org,KqdTy9qUVx,,2003-04-02,Non-Binary,"Hartford, CT",UX Designer,53068.0,0.0,"family,wellness",,Gold,,165.53
797,E4851,cooperchristopher@example.org,m4uTMFqOQJ,Samantha Monroe,2000-04-07,F,"Philadelphia, PA",Software Engineer,90486.0,3.0,"active,fitness",Dental,Bronze,74.26,
798,E4107,ptownsend@example.net,20jSTMSEnY,Mark Clark,1992-09-19,,,Financial Advisor,,1.0,"travel,adventure",Disability,,,
799,E9764,brian41@example.org,3vPjcipRlb,James Turner,1993-08-21,,,Software Engineer,,2.0,"active,fitness",,Bronze,160.48,
800,E5402,noahthornton@example.com,Svi5yd67Cu,Joseph Graham,2003-06-21,,,Data Analyst,70778.0,,,Life,Silver,,126.42
801,E7785,sara76@example.net,4UGS9c9zz7,Joseph Blanchard,,,"Chicago, IL",Software Engineer,,,"family,wellness",Dental,Bronze,,297.82
802,E3167,hardindana@example.com,5FrbRP3BEY,Marissa Nelson,,F,"Omaha, NE",Data Analyst,73160.0,0.0,"mental_health,yoga",Dental,Gold,244.34,359.06
803,E7744,joseph14@example.net,UesKCruMFP,Julia Leonard,1990-05-05,M,"Chicago, IL",Project Coordinator,80499.0,,"tech,gadget",Health,Gold,,295.77
804,E3341,jessicachapman@example.org,0AX3BsniiV,,2001-03-30,,,Financial Advisor,79974.0,0.0,"active,fitness",Vision,,34.4,
805,E3676,amy01@example.org,i6m0LHT6t8,Joseph Jennings,1991-11-15,,"Hartford, CT",Project Coordinator,,1.0,,Disability,,207.46,
806,E1810,jeffrey44@example.org,ySeUmSUqKP,Manuel Brown,1994-11-11,Non-Binary,"Omaha, NE",Project Coordinator,73074.0,2.0,,,Bronze,,120.47
807,E1830,stephanielittle@example.net,1IdK4jAfyz,,1990-03-21,F,"Hartford, CT",Marketing Associate,66662.0,3.0,"remote,eco",,,,68.31
808,E6530,pdouglas@example.net,HYZAZH2isR,,1989-08-07,,,UX Designer,,3.0,,,Platinum,,321.44
809,E8699,jonowens@example.org,3cUeCb9pAm,,2001-12-15,,"Fort Wayne, IN",,47963.0,2.0,"family,wellness",,Gold,87.4,54.24
810,E2084,qschwartz@example.com,0MEMF32605,Richard Ramirez,,F,"Fort Wayne, IN",,70509.0,,"active,fitness",Vision,Platinum,162.88,
811,E6273,reyesmarvin@example.org,FOO9oKqRb4,Robert Thompson,2002-01-31,,,Project Coordinator,,0.0,"active,fitness",Disability,,105.7,
812,E6114,vasquezsarah@example.net,jcogKVCQDE,Matthew Rodriguez,1997-10-18,Non-Binary,"Philadelphia, PA",Data Analyst,72876.0,,"family,wellness",Dental,Gold,,230.01
813,E2737,probinson@example.org,KAkpPXok5B,,2002-06-02,Non-Binary,"Chicago, IL",Software Engineer,,,,,Silver,87.68,
814,E2511,jonesjessica@example.com,ZH75ZWfDIG,,,F,"Omaha, NE",Marketing Associate,83910.0,3.0,,,,198.66,
815,E3805,fitzpatrickelizabeth@example.com,oER0KdcT0Y,Gary Myers,1997-08-10,F,"Chicago, IL",,,3.0,"family,wellness",,,,233.69
816,E9923,robertsonshelby@example.com,INRc1CVnDG,,,F,"Chicago, IL",UX Designer,84880.0,,,Vision,,171.78,385.82
817,E7530,fernandezaaron@example.net,fjpLzRglh7,Karen Bradley,2002-12-24,Non-Binary,"Philadelphia, PA",,82163.0,3.0,"active,fitness",Dental,Bronze,161.88,185.81
818,E1600,mathew46@example.org,3hdDLioEXj,Tina Davis,1991-03-25,Non-Binary,,Project Coordinator,73616.0,3.0,"mental_health,yoga",,,195.83,324.03
819,E4129,christopher74@example.net,vwSCaZFCpV,,1991-10-31,Non-Binary,,UX Designer,47798.0,2.0,"active,fitness",Health,Silver,,
820,E9341,kentprice@example.org,Ingetet4E8,,,M,"Omaha, NE",Software Engineer,,3.0,"family,wellness",Health,Platinum,,68.7
821,E4803,imoss@example.org,OtZXOrwBGs,Nathan Watkins,1998-08-11,,"Fort Wayne, IN",Marketing Associate,73001.0,,"mental_health,yoga",,Silver,,91.66
822,E9162,yprice@example.net,xCT6kM6TQj,Kathryn Hanna,,F,"Fort Wayne, IN",Software Engineer,,2.0,"tech,gadget",Dental,,,
823,E6684,blevy@example.org,OVqIpLBZyb,George Le,1992-08-25,F,"Omaha, NE",,93693.0,2.0,,,,,381.91
824,E2260,zwilson@example.net,GQgzKJeP18,Judy Gregory,,F,"Hartford, CT",Data Analyst,61721.0,1.0,,Dental,Silver,107.93,
825,E1469,joycehall@example.org,ZjB92Ow7Vb,Charles Valdez,2002-06-26,Non-Binary,"Philadelphia, PA",Software Engineer,74649.0,3.0,"travel,adventure",,Gold,,333.96
826,E3202,nmeadows@example.org,Y21iiRSorN,Matthew Smith,,M,"Hartford, CT",Marketing Associate,85448.0,0.0,"travel,adventure",,,,
827,E5019,conwaylori@example.org,X2weDt2z6x,Christopher Garza,,F,"Philadelphia, PA",Software Engineer,,0.0,"remote,eco",Life,,234.64,
828,E5304,wilsonbrooke@example.net,ZftMcbn729,Robert Simmons,2000-04-12,M,"Omaha, NE",Project Coordinator,58650.0,2.0,,,,,
829,E4951,rnguyen@example.net,9oeq7xryUV,Erica Oconnell,1996-05-20,F,,,90657.0,3.0,"travel,adventure",,Silver,,
830,E9119,kathrynwatkins@example.com,PBBgGmdSHZ,Donald Todd,,Non-Binary,"Hartford, CT",Data Analyst,,0.0,,Life,Silver,,
831,E8472,heathertran@example.com,gcNQzOHuBt,,2005-01-24,M,"Chicago, IL",,73037.0,,,,,,68.98
832,E8073,bstrickland@example.com,3vPS8v6SbR,Adam Howe,,,"Omaha, NE",Data Analyst,,,"remote,eco",,Bronze,138.48,122.03
833,E3304,robert72@example.org,ii2irccuo3,Devin Cole,,,,,88467.0,0.0,"active,fitness",Vision,,,
834,E7206,sharonbishop@example.org,9hYnkpUMqv,Michelle Salazar,1997-03-26,,,Marketing Associate,64526.0,3.0,,,,231.26,
835,E8164,burtonkimberly@example.com,WDOQEO530p,Justin Lee,2000-11-05,Non-Binary,"Chicago, IL",Software Engineer,,1.0,"travel,adventure",Vision,,,105.2
836,E9370,montgomerymichelle@example.net,dN6AAtgrEY,Julie Sims,,Non-Binary,,Marketing Associate,62746.0,3.0,"remote,eco",,,201.12,
837,E5093,joshualee@example.org,jsm46TWyF7,Tracy Wells,,,"Hartford, CT",Project Coordinator,57878.0,1.0,"mental_health,yoga",,Gold,145.87,59.15
838,E7443,ernestlivingston@example.org,UIjsKELOpN,Dominique Hamilton,2005-01-08,,"Philadelphia, PA",Software Engineer,,3.0,"family,wellness",,,,
839,E3720,christina70@example.org,X1Xa8grINB,Tammy Thompson,2000-06-03,M,"Fort Wayne, IN",UX Designer,,0.0,"travel,adventure",Disability,,,100.45
840,E3694,washingtondarren@example.org,y1SswWzn60,,1990-06-10,Non-Binary,"Chicago, IL",,70913.0,2.0,,,Platinum,,211.06
841,E8397,julievillanueva@example.org,RbAR4Jonvo,Erika Garcia,,,"Omaha, NE",,71303.0,1.0,"remote,eco",Health,,92.54,125.41
842,E7869,ykane@example.org,1EQZn9RrIY,,1989-01-08,Non-Binary,,Data Analyst,73453.0,,"remote,eco",,Bronze,186.15,
843,E1408,nthomas@example.com,d2tP57k56c,,2000-08-07,F,"Philadelphia, PA",Financial Advisor,94020.0,,,,,,
844,E2223,crystalcantrell@example.org,BdSEKQgF18,Andrew Carroll,,Non-Binary,"Philadelphia, PA",,90999.0,,"mental_health,yoga",Health,Gold,250.57,
845,E1070,derek77@example.com,k7HJZPfsfh,,1999-12-20,,"Fort Wayne, IN",,,3.0,"family,wellness",,,49.37,
846,E9180,kristinelittle@example.net,tNhQyhYKsk,,,F,"Philadelphia, PA",Data Analyst,,3.0,"travel,adventure",,Platinum,,
847,E9140,christophervincent@example.com,Vt5eaiOxsF,Cindy Wells,1989-06-16,F,"Chicago, IL",UX Designer,68520.0,2.0,,,Bronze,199.74,
848,E7584,uramirez@example.com,nxxXGs4j2l,Danielle Murphy,,M,"Fort Wayne, IN",UX Designer,,0.0,,Vision,,90.07,182.33
849,E7897,patriciavargas@example.org,3lqcYSGCXZ,,,Non-Binary,"Hartford, CT",,62822.0,0.0,,,Silver,,
850,E4757,williamsthomas@example.net,jJjllJjsaI,Joseph Mendoza,1995-04-30,,"Chicago, IL",,,2.0,,Health,,38.02,
851,E8258,chavezjohn@example.net,7jkXPHLi70,,1997-10-17,Non-Binary,"Omaha, NE",Financial Advisor,84242.0,,,,,107.68,
852,E2264,davidphillips@example.net,Nv3WiYWGW6,,2002-09-16,F,,,,,"mental_health,yoga",Life,Bronze,91.38,320.59
853,E2594,braysteven@example.org,o0QNU5TCq7,Jennifer Clarke,1993-05-16,F,"Philadelphia, PA",UX Designer,67575.0,2.0,"remote,eco",Health,,,196.69
854,E1800,courtney01@example.com,Stw5jHMZIB,,1989-06-30,F,,Marketing Associate,69330.0,,,,,,
855,E6860,smullins@example.net,oObGrmEUzN,Rebecca French,2002-05-11,,"Omaha, NE",Marketing Associate,,0.0,,Dental,,168.32,
856,E3064,olivermatthew@example.org,thUvvp83zM,,1999-12-28,,"Chicago, IL",,77701.0,,,,,68.99,
857,E3970,rodriguezmichael@example.net,7o2fuOI6Zi,Jacob Wong,,M,"Fort Wayne, IN",,90230.0,0.0,"active,fitness",Dental,,,
858,E2953,castrokim@example.org,wRpLl5zyMn,Mrs. Ashley Mendoza,1988-02-10,M,"Philadelphia, PA",Data Analyst,,0.0,,,Bronze,43.16,
859,E4697,karenhodges@example.com,FMFfMdadPb,,2001-01-17,,,UX Designer,92051.0,,"tech,gadget",,Platinum,197.85,
860,E6638,brian55@example.com,UZniVof9yP,Mr. Bryan Mckinney,1998-06-10,Non-Binary,"Omaha, NE",UX Designer,63870.0,,,Vision,,195.86,372.0
861,E9174,shannon51@example.org,BATBvdwlQE,Judith Miller,2005-01-14,,,Data Analyst,,0.0,"active,fitness",,,,269.12
862,E8238,keithfrye@example.org,byO0EOBnvp,,1992-06-13,M,,Software Engineer,86665.0,2.0,"remote,eco",,Gold,,64.01
863,E5011,nancymeyer@example.net,D1vX6pKWIK,Jason Fleming,1991-05-01,Non-Binary,,Marketing Associate,88168.0,3.0,,Life,,,
864,E2172,thomasfisher@example.net,4v5n6Hicgg,Dorothy Brown,2002-12-19,F,"Fort Wayne, IN",Marketing Associate,73251.0,1.0,,,,123.27,
865,E6987,marystone@example.com,Rzu7WyNEAq,Grant Lucas,1999-06-20,,"Omaha, NE",Financial Advisor,69091.0,0.0,,Health,Silver,,375.08
866,E3342,todd88@example.com,0Rd3AXiWC4,Keith Villanueva,,M,"Philadelphia, PA",Financial Advisor,61869.0,2.0,,,Gold,80.23,
867,E1102,george43@example.com,s6wFUKD24i,Dwayne Bruce,1999-08-28,,,Project Coordinator,,3.0,"mental_health,yoga",,Silver,280.15,
868,E7466,michaelbryant@example.org,FzXUCazmAO,,1991-02-25,Non-Binary,,Software Engineer,,0.0,"tech,gadget",Vision,,250.62,
869,E4481,teresafranco@example.net,B2CRKyb8YG,,2003-07-04,F,"Philadelphia, PA",,66991.0,2.0,"remote,eco",,Gold,105.58,68.2
870,E3385,williamsleslie@example.org,qNxW3f6K7n,Jacob Harris,2002-08-25,,,Data Analyst,79773.0,0.0,,Disability,,,
871,E6710,wadetiffany@example.org,zy5GveRn1v,,2002-03-24,F,"Fort Wayne, IN",Marketing Associate,,0.0,,Life,,,335.47
872,E1591,david06@example.com,f97Mcj4DY6,Theresa Reilly,1997-01-29,Non-Binary,"Fort Wayne, IN",Data Analyst,,3.0,"family,wellness",,Platinum,,307.55
873,E4263,adamrodgers@example.net,kAeE3cUu3b,Michael Wells,,,,UX Designer,73818.0,,"mental_health,yoga",Disability,,134.73,82.99
874,E8896,tara92@example.net,vJceRvI0r7,Tammy Morgan,2000-04-16,,,Financial Advisor,55327.0,,"travel,adventure",Disability,,,
875,E6241,dennisrachel@example.org,i3Hx8tBg9p,,2000-03-17,M,"Philadelphia, PA",Financial Advisor,53196.0,0.0,"mental_health,yoga",Dental,,278.36,90.58
876,E9212,seandavis@example.org,siuiSUEPG6,Christie Fox,1988-01-09,,,Data Analyst,91945.0,,,Dental,,207.83,
877,E8694,james18@example.com,gWN17YT5B7,,2000-12-31,,"Omaha, NE",Marketing Associate,71133.0,3.0,"active,fitness",Life,,,
878,E3645,ulee@example.net,701s8iRyRT,Terri Kerr,2005-07-02,M,,Data Analyst,,0.0,"remote,eco",Life,,,
879,E6386,raymond65@example.com,cVSgcezT16,,,,"Omaha, NE",,62147.0,2.0,"family,wellness",,Gold,,363.05
880,E2766,fsawyer@example.org,sKzEKf0qyp,Jill Riddle,2003-12-11,F,"Hartford, CT",Project Coordinator,,,"travel,adventure",,Silver,,166.58
881,E3727,zroberts@example.net,UFQisacZcS,Jessica Mosley,2003-02-23,M,,Project Coordinator,,0.0,,,,205.96,357.69
882,E4246,maryharper@example.org,pu5A2P6nyM,John Dillon,1992-07-02,M,"Philadelphia, PA",,84006.0,0.0,,Health,Gold,,234.35
883,E4778,carl96@example.org,vS8revI48M,Mark Nelson,2002-01-06,Non-Binary,"Philadelphia, PA",,74064.0,,"travel,adventure",Disability,Bronze,,97.99
884,E9518,angelapage@example.org,ew23WKtXD5,Ronnie Roberts,1993-10-01,M,,,67862.0,1.0,,,Silver,,98.83
885,E3044,twilliams@example.net,VtiQBMoEAU,Justin Ford,,,"Hartford, CT",Project Coordinator,78363.0,3.0,"mental_health,yoga",Disability,,93.77,367.12
886,E1402,moodyeric@example.com,fUPz4XYOkD,Sandra Kennedy,1991-11-09,M,"Hartford, CT",Project Coordinator,82347.0,1.0,,Life,,178.58,286.59
887,E1011,robert73@example.org,DsLLpZuKIg,,1995-08-28,F,"Hartford, CT",Financial Advisor,,1.0,"remote,eco",,Bronze,277.98,151.82
888,E2791,georgemichael@example.com,58XyvEJLmK,,1991-02-13,F,"Omaha, NE",Financial Advisor,50261.0,2.0,,Vision,Bronze,,
889,E8327,hmccann@example.com,J14FwODdOo,Laura Bruce,,,"Philadelphia, PA",Software Engineer,,3.0,"active,fitness",Dental,,,
890,E4097,bonniethomas@example.com,AMn0hOJbyk,Brandy Martin,1988-04-21,F,"Philadelphia, PA",UX Designer,70224.0,,"tech,gadget",,Platinum,,58.71
891,E9107,michael50@example.com,4YSfZPWrtz,Mark Jones,2001-05-27,F,,Project Coordinator,77305.0,2.0,"remote,eco",,,206.94,391.31
892,E7862,katiewhite@example.org,w73GmQV3rG,,1994-08-27,M,"Omaha, NE",Marketing Associate,72295.0,1.0,"travel,adventure",,,,
893,E9321,margaret44@example.net,5MspkX4PAX,Heidi Ferguson,,,"Fort Wayne, IN",Project Coordinator,84129.0,0.0,"tech,gadget",Vision,Gold,,
894,E1134,madeline02@example.net,dDmrl6WMWm,Richard Jenkins,2003-08-19,M,"Hartford, CT",Financial Advisor,86611.0,2.0,,Disability,,120.47,
895,E3173,curtismoore@example.org,SSOatvbQl9,Rebecca Hansen,,M,"Fort Wayne, IN",Financial Advisor,89812.0,1.0,"travel,adventure",,,,60.22
896,E3733,butlersabrina@example.org,zwl4D0qjJB,Tammy Mendoza,1996-07-12,Non-Binary,"Philadelphia, PA",,57611.0,2.0,"remote,eco",Vision,Platinum,245.51,269.03
897,E6311,hannah27@example.net,gfEQ57tw1w,Tracy Jackson,,F,,Software Engineer,52055.0,,"remote,eco",Dental,Gold,,302.67
898,E3732,anthony13@example.org,WBq4glWBbG,Brenda Perez,1990-08-28,Non-Binary,,Financial Advisor,72780.0,0.0,,Dental,Gold,,
899,E6405,jasonzavala@example.com,UN0LIj60i6,Rachel Jones,2004-03-24,M,"Philadelphia, PA",Software Engineer,60017.0,0.0,"remote,eco",Health,,129.71,
900,E3371,ctodd@example.org,JlYUpgpqiE,Ricky Palmer,1996-04-27,,,Project Coordinator,,2.0,"mental_health,yoga",Disability,Silver,97.16,180.38
901,E2385,harrisonrebekah@example.org,4cRP2kQLEE,,,M,,Project Coordinator,,2.0,,Dental,,195.88,
902,E3549,morajamie@example.org,kgLJpzK5eY,Gregory Davis,1992-11-19,F,"Philadelphia, PA",,78675.0,,,Disability,,,
903,E3909,stacy55@example.org,aiXPyVZHpJ,Phyllis Austin,,M,"Omaha, NE",,65723.0,3.0,,,,,171.79
904,E9789,garciabelinda@example.org,TUjpYBIGgc,,1993-06-18,,,,,,,,,,
905,E2258,rachelmedina@example.net,4WRyHhUXOA,,,Non-Binary,"Philadelphia, PA",Project Coordinator,61091.0,0.0,"family,wellness",Vision,,,
906,E2633,lrichardson@example.org,Xd9E6aDhBp,Tyler White,1996-03-10,M,"Chicago, IL",,59201.0,,"active,fitness",Disability,Gold,,177.18
907,E3322,tina63@example.net,Nzwvy0hMlD,Brian Rollins,,F,"Philadelphia, PA",Project Coordinator,72215.0,,"remote,eco",Dental,Platinum,,
908,E4399,owensapril@example.com,DgmI22HEVs,Michele Hawkins,,,"Omaha, NE",Data Analyst,70623.0,1.0,"mental_health,yoga",,,153.41,
